ind,oldind,pop,seq
F2_13,F2-13,59-Croisement,beadxpress
F2_14,F2-14,59-Croisement,beadxpress
F2_15,F2-15,59-Croisement,beadxpress
F2_16,F2-16,59-Croisement,beadxpress
F2_17,F2-17,59-Croisement,beadxpress
F2_18,F2-18,59-Croisement,beadxpress
F2_19,F2-19,59-Croisement,beadxpress
F2_20,F2-20,59-Croisement,beadxpress
F2_21,F2-21,59-Croisement,beadxpress
F2_22,F2-22,59-Croisement,beadxpress
F2_23,F2-23,59-Croisement,beadxpress
F2_24,F2-24,59-Croisement,beadxpress
F2_25,F2-25,59-Croisement,beadxpress
F2_26,F2-26,59-Croisement,beadxpress
F2_27,F2-27,59-Croisement,beadxpress
F2_28,F2-28,59-Croisement,beadxpress
F2_29,F2-29,59-Croisement,beadxpress
F2_30,F2-30,59-Croisement,beadxpress
F2_31,F2-31,59-Croisement,beadxpress
F2_32,F2-32,59-Croisement,beadxpress
F2_33,F2-33,59-Croisement,beadxpress
F2_34,F2-34,59-Croisement,beadxpress
F2_35,F2-35,59-Croisement,beadxpress
ker_01,ker1,60-Kerguelen,beadxpress
ker_02,ker2,60-Kerguelen,beadxpress
ker_03,ker3,60-Kerguelen,beadxpress
ker_04,ker4,60-Kerguelen,beadxpress
ker_06,ker6,60-Kerguelen,beadxpress
ker_07,ker7,60-Kerguelen,beadxpress
ker_08,ker8,60-Kerguelen,beadxpress
ker_11,ker11,60-Kerguelen,beadxpress
Aber_01,Aber_01,Aber,kasp_1
Aber_02,Aber_02,Aber,kasp_1
Aber_03,Aber_03,Aber,kasp_1
Aber_04,Aber_04,Aber,kasp_1
Aber_05,Aber_05,Aber,kasp_1
Aber_06,Aber_06,Aber,kasp_1
Aber_07,Aber_07,Aber,kasp_1
Aber_08,Aber_08,Aber,kasp_1
Aber_09,Aber_09,Aber,kasp_1
Aber_10,Aber_10,Aber,kasp_1
Aber_11,Aber_11,Aber,kasp_1
Aber_12,Aber_12,Aber,kasp_1
Aber_13,Aber_13,Aber,kasp_1
Aber_14,Aber_14,Aber,kasp_1
Aber_15,Aber_15,Aber,kasp_1
Aber_16,Aber_16,Aber,kasp_1
Aber_17,Aber_17,Aber,kasp_1
Aber_18,Aber_18,Aber,kasp_1
Aber_19,Aber_19,Aber,kasp_1
Aber_20,Aber_20,Aber,kasp_1
Aber_21,Aber_21,Aber,kasp_1
Aber_22,Aber_22,Aber,kasp_1
Aber_23,Aber_23,Aber,kasp_1
Aber_24,Aber_24,Aber,kasp_1
Aber_25,Aber_25,Aber,kasp_1
Aber_26,Aber_26,Aber,kasp_1
Aber_27,Aber_27,Aber,kasp_1
Aber_28,Aber_28,Aber,kasp_1
Aber_29,Aber_29,Aber,kasp_1
Aber_30,Aber_30,Aber,kasp_1
Aber_31,Aber_31,Aber,kasp_1
Aber_32,Aber_32,Aber,kasp_1
Aber_33,Aber_33,Aber,kasp_1
Aber_34,Aber_34,Aber,kasp_1
Aber_35,Aber_35,Aber,kasp_1
Aber_36,Aber_36,Aber,kasp_1
Aber_37,Aber_37,Aber,kasp_1
Aber_38,Aber_38,Aber,kasp_1
Aber_39,Aber_39,Aber,kasp_1
Aber_40,Aber_40,Aber,kasp_1
Aber_41,Aber_41,Aber,kasp_1
Aber_42,Aber_42,Aber,kasp_1
Aber_43,Aber_43,Aber,kasp_1
Aber_44,Aber_44,Aber,kasp_1
Aber_45,Aber_45,Aber,kasp_1
Aber_46,Aber_46,Aber,kasp_1
Aber_47,Aber_47,Aber,kasp_1
Aber_48,Aber_48,Aber,kasp_1
Aber_50,Aber_50,Aber,kasp_1
Aber_51,Aber_51,Aber,kasp_1
Aber_52,Aber_52,Aber,kasp_1
Aber_53,Aber_53,Aber,kasp_1
Aber_54,Aber_54,Aber,kasp_1
Aber_55,Aber_55,Aber,kasp_1
Aber_56,Aber_56,Aber,kasp_1
Aber_57,Aber_57,Aber,kasp_1
Aber_58,Aber_58,Aber,kasp_1
Aber_59,Aber_59,Aber,kasp_1
Aber_60,Aber_60,Aber,kasp_1
Aber_61,Aber_61,Aber,kasp_1
Aber_62,Aber_62,Aber,kasp_1
Aber_63,Aber_63,Aber,kasp_1
Aber_64,Aber_64,Aber,kasp_1
Aber_65,Aber_65,Aber,kasp_1
Aber_66,Aber_66,Aber,kasp_1
Aber_67,Aber_67,Aber,kasp_1
Aber_68,Aber_68,Aber,kasp_1
Aber_69,Aber_69,Aber,kasp_1
Aber_70,Aber_70,Aber,kasp_1
Aber_71,Aber_71,Aber,kasp_1
Aber_72,Aber_72,Aber,kasp_1
Aber_73,Aber_73,Aber,kasp_1
Aber_74,Aber_74,Aber,kasp_1
Aber_75,Aber_75,Aber,kasp_1
Aber_76,Aber_76,Aber,kasp_1
Aber_77,Aber_77,Aber,kasp_1
Aber_78,Aber_78,Aber,kasp_1
Aber_79,Aber_79,Aber,kasp_1
AlgARZ_01,AlgARZ_01,AlgARZ,kasp_1
AlgARZ_02,AlgARZ_02,AlgARZ,kasp_1
AlgARZ_03,AlgARZ_03,AlgARZ,kasp_1
AlgARZ_04,AlgARZ_04,AlgARZ,kasp_1
AlgARZ_05,AlgARZ_05,AlgARZ,kasp_1
AlgARZ_06,AlgARZ_06,AlgARZ,kasp_1
AlgARZ_07,AlgARZ_07,AlgARZ,kasp_1
AlgARZ_08,AlgARZ_08,AlgARZ,kasp_1
AlgARZ_09,AlgARZ_09,AlgARZ,kasp_1
AlgARZ_10,AlgARZ_10,AlgARZ,kasp_1
AlgARZ_11,AlgARZ_11,AlgARZ,kasp_1
AlgARZ_12,AlgARZ_12,AlgARZ,kasp_1
AlgARZ_13,AlgARZ_13,AlgARZ,kasp_1
AlgARZ_14,AlgARZ_14,AlgARZ,kasp_1
AlgARZ_15,AlgARZ_15,AlgARZ,kasp_1
AlgARZ_16,AlgARZ_16,AlgARZ,kasp_1
AlgEM_01,AlgEM_01,AlgEM,kasp_1
AlgEM_02,AlgEM_02,AlgEM,kasp_1
AlgEM_03,AlgEM_03,AlgEM,kasp_1
AlgEM_04,AlgEM_04,AlgEM,kasp_1
AlgEM_05,AlgEM_05,AlgEM,kasp_1
AlgEM_06,AlgEM_06,AlgEM,kasp_1
AlgEM_07,AlgEM_07,AlgEM,kasp_1
AlgEM_08,AlgEM_08,AlgEM,kasp_1
AlgEM_09,AlgEM_09,AlgEM,kasp_1
AlgEM_10,AlgEM_10,AlgEM,kasp_1
AlgEM_11,AlgEM_11,AlgEM,kasp_1
AlgEM_12,AlgEM_12,AlgEM,kasp_1
AlgEM_13,AlgEM_13,AlgEM,kasp_1
AlgEM_14,AlgEM_14,AlgEM,kasp_1
AlgEM_15,AlgEM_15,AlgEM,kasp_1
AlgEM_16,AlgEM_16,AlgEM,kasp_1
AlgEM_17,AlgEM_17,AlgEM,kasp_1
AlgEM_18,AlgEM_18,AlgEM,kasp_1
AlgEM_19,AlgEM_19,AlgEM,kasp_1
AlgEM_20,AlgEM_20,AlgEM,kasp_1
AlgEM_21,AlgEM_21,AlgEM,kasp_1
AlgEM_22,AlgEM_22,AlgEM,kasp_1
AlgEM_23,AlgEM_23,AlgEM,kasp_1
AlgEM_24,AlgEM_24,AlgEM,kasp_1
AlgEM_25,AlgEM_25,AlgEM,kasp_1
AlgEM_26,AlgEM_26,AlgEM,kasp_1
AlgEM_27,AlgEM_27,AlgEM,kasp_1
AlgEM_28,AlgEM_28,AlgEM,kasp_1
AlgEM_29,AlgEM_29,AlgEM,kasp_1
AlgEM_30,AlgEM_30,AlgEM,kasp_1
Ault_01,Ault_01,Ault,kasp_1
Ault_02,Ault_02,Ault,kasp_1
Ault_03,Ault_03,Ault,kasp_1
Ault_04,Ault_04,Ault,kasp_1
Ault_05,Ault_05,Ault,kasp_1
Ault_06,Ault_06,Ault,kasp_1
Ault_07,Ault_07,Ault,kasp_1
Ault_08,Ault_08,Ault,kasp_1
Ault_09,Ault_09,Ault,kasp_1
Ault_10,Ault_10,Ault,kasp_1
Ault_11,Ault_11,Ault,kasp_1
Ault_12,Ault_12,Ault,kasp_1
Ault_13,Ault_13,Ault,kasp_1
Ault_14,Ault_14,Ault,kasp_1
Ault_15,Ault_15,Ault,kasp_1
Ault_16,Ault_16,Ault,kasp_1
Ault_17,Ault_17,Ault,kasp_1
Ault_18,Ault_18,Ault,kasp_1
Ault_19,Ault_19,Ault,kasp_1
Ault_20,Ault_20,Ault,kasp_1
Ault_21,Ault_21,Ault,kasp_1
Ault_22,Ault_22,Ault,kasp_1
Ault_23,Ault_23,Ault,kasp_1
Ault_24,Ault_24,Ault,kasp_1
Ault_25,Ault_25,Ault,kasp_1
Ault_26,Ault_26,Ault,kasp_1
Ault_27,Ault_27,Ault,kasp_1
Ault_28,Ault_28,Ault,kasp_1
Ault_29,Ault_29,Ault,kasp_1
Ault_30,Ault_30,Ault,kasp_1
Ault_31,Ault_31,Ault,kasp_1
Ault_32,Ault_32,Ault,kasp_1
Ault_33,Ault_33,Ault,kasp_1
Ault_34,Ault_34,Ault,kasp_1
Ault_35,Ault_35,Ault,kasp_1
Ault_36,Ault_36,Ault,kasp_1
Barf_16_01,Barf_16_01,Barf,kasp_1
Barf_16_02,Barf_16_02,Barf,kasp_1
Barf_16_03,Barf_16_03,Barf,kasp_1
Barf_16_04,Barf_16_04,Barf,kasp_1
Barf_16_05,Barf_16_05,Barf,kasp_1
Barf_16_06,Barf_16_06,Barf,kasp_1
Barf_16_07,Barf_16_07,Barf,kasp_1
Barf_16_08,Barf_16_08,Barf,kasp_1
Barf_16_09,Barf_16_09,Barf,kasp_1
Barf_16_10,Barf_16_10,Barf,kasp_1
Barf_16_11,Barf_16_11,Barf,kasp_1
Barf_16_12,Barf_16_12,Barf,kasp_1
Barf_16_13,Barf_16_13,Barf,kasp_1
Barf_16_14,Barf_16_14,Barf,kasp_1
Barf_16_15,Barf_16_15,Barf,kasp_1
Barf_16_16,Barf_16_16,Barf,kasp_1
Barf_16_17,Barf_16_17,Barf,kasp_1
Barf_16_18,Barf_16_18,Barf,kasp_1
Barf_16_19,Barf_16_19,Barf,kasp_1
Barf_16_20,Barf_16_20,Barf,kasp_1
Barf_16_21,Barf_16_21,Barf,kasp_1
Barf_16_22,Barf_16_22,Barf,kasp_1
Barf_16_23,Barf_16_23,Barf,kasp_1
Barf_16_24,Barf_16_24,Barf,kasp_1
Barf_16_25,Barf_16_25,Barf,kasp_1
Barf_16_26,Barf_16_26,Barf,kasp_1
Barf_16_27,Barf_16_27,Barf,kasp_1
Barf_16_28,Barf_28,Barf,kasp_1
Barf_16_29,Barf_29,Barf,kasp_1
Barf_16_30,Barf_30,Barf,kasp_1
BBM_01,BBM-1,BBM,kasp_1
BBM_02,BBM-2,BBM,kasp_1
BBM_03,BBM-3,BBM,kasp_1
BBM_04,BBM-4,BBM,kasp_1
BBM_05,BBM-5,BBM,kasp_1
BBM_06,BBM-6,BBM,kasp_1
BBM_07,BBM-7,BBM,kasp_1
BBM_08,BBM-8,BBM,kasp_1
BBM_09,BBM-9,BBM,kasp_1
BBM_10,BBM-10,BBM,kasp_1
BBM_11,BBM-11,BBM,kasp_1
BBM_14,BBM-14,BBM,kasp_1
BBM_15,BBM-15,BBM,kasp_1
BBM_16,BBM-16,BBM,kasp_1
BBM_18,BBM-18,BBM,kasp_1
BBM_19,BBM-19,BBM,kasp_1
BBM_20,BBM-20,BBM,kasp_1
BBM_22,BBM-22,BBM,kasp_1
BBM_23,BBM-23,BBM,kasp_1
BBM_25,BBM-25,BBM,kasp_1
BBM_26,BBM-26,BBM,kasp_1
BBM_27,BBM-27,BBM,kasp_1
BBM_28,BBM-28,BBM,kasp_1
BBM_29,BBM-29,BBM,kasp_1
BBM_30,BBM-30,BBM,kasp_1
BBM_31,BBM-31,BBM,kasp_1
BBM_32,BBM-32,BBM,kasp_1
BBM_34,BBM-34,BBM,kasp_1
BBM_35,BBM-35,BBM,kasp_1
BBM_36,BBM-36,BBM,kasp_1
BBM_37,BBM-37,BBM,kasp_1
BBM_38,BBM-38,BBM,kasp_1
BBM_39,BBM-39,BBM,kasp_1
BBM_40,BBM-40,BBM,kasp_1
BBM_41,BBM-41,BBM,kasp_1
BBM_42,BBM-42,BBM,kasp_1
BBM_43,BBM-43,BBM,kasp_1
BBM_44,BBM-44,BBM,kasp_1
BBM_45,BBM-45,BBM,kasp_1
BBS_100,BBS-100,BBS,kasp_1
BBS_56,BBS-56,BBS,kasp_1
BBS_57,BBS-57,BBS,kasp_1
BBS_58,BBS-58,BBS,kasp_1
BBS_59,BBS-59,BBS,kasp_1
BBS_60,BBS-60,BBS,kasp_1
BBS_61,BBS-61,BBS,kasp_1
BBS_62,BBS-62,BBS,kasp_1
BBS_63,BBS-63,BBS,kasp_1
BBS_64,BBS-64,BBS,kasp_1
BBS_65,BBS-65,BBS,kasp_1
BBS_66,BBS-66,BBS,kasp_1
BBS_67,BBS-67,BBS,kasp_1
BBS_70,BBS-70,BBS,kasp_1
BBS_71,BBS-71,BBS,kasp_1
BBS_72,BBS-72,BBS,kasp_1
BBS_73,BBS-73,BBS,kasp_1
BBS_74,BBS-74,BBS,kasp_1
BBS_75,BBS-75,BBS,kasp_1
BBS_76,BBS-76,BBS,kasp_1
BBS_77,BBS-77,BBS,kasp_1
BBS_78,BBS-78,BBS,kasp_1
BBS_79,BBS-79,BBS,kasp_1
BBS_80,BBS-80,BBS,kasp_1
BBS_81,BBS-81,BBS,kasp_1
BBS_82,BBS-82,BBS,kasp_1
BBS_83,BBS-83,BBS,kasp_1
BBS_84,BBS-84,BBS,kasp_1
BBS_85,BBS-85,BBS,kasp_1
BBS_86,BBS-86,BBS,kasp_1
BBS_87,BBS-87,BBS,kasp_1
BBS_88,BBS-88,BBS,kasp_1
BBS_89,BBS-89,BBS,kasp_1
BBS_90,BBS-90,BBS,kasp_1
BBS_91,BBS-91,BBS,kasp_1
BBS_92,BBS-92,BBS,kasp_1
BBS_93,BBS-93,BBS,kasp_1
BBS_94,BBS-94,BBS,kasp_1
BBS_95,BBS-95,BBS,kasp_1
BBS_96,BBS-96,BBS,kasp_1
BBS_97,BBS-97,BBS,kasp_1
BBS_98,BBS-98,BBS,kasp_1
BBS_99,BBS-99,BBS,kasp_1
BCF1_01,BCF1_01,BCF1,kasp_1
BCF1_02,BCF1_02,BCF1,kasp_1
BCF1_03,BCF1_03,BCF1,kasp_1
BCF1_04,BCF1_04,BCF1,kasp_1
BCF1_05,BCF1_05,BCF1,kasp_1
BCF1_06,BCF1_06,BCF1,kasp_1
BCF1_07,BCF1_07,BCF1,kasp_1
BCF1_08,BCF1_08,BCF1,kasp_1
BCF1_09,BCF1_09,BCF1,kasp_1
BCF1_10,BCF1_10,BCF1,kasp_1
BCF1_11,BCF1_11,BCF1,kasp_1
BCF1_12,BCF1_12,BCF1,kasp_1
BCF1_13,BCF1_13,BCF1,kasp_1
BCF1_14,BCF1_14,BCF1,kasp_1
BCF1_15,BCF1_15,BCF1,kasp_1
BCF1_16,BCF1_16,BCF1,kasp_1
BCF1_17,BCF1_17,BCF1,kasp_1
BCF1_18,BCF1_18,BCF1,kasp_1
BCF1_19,BCF1_19,BCF1,kasp_1
BCF1_20,BCF1_20,BCF1,kasp_1
BCF1_21,BCF1_21,BCF1,kasp_1
BCF1_22,BCF1_22,BCF1,kasp_1
BCF1_23,BCF1_23,BCF1,kasp_1
BCF1_24,BCF1_24,BCF1,kasp_1
BCF1_25,BCF1_25,BCF1,kasp_1
BCF1_26,BCF1_26,BCF1,kasp_1
BCF1_27,BCF1_27,BCF1,kasp_1
BCF1_28,BCF1_28,BCF1,kasp_1
BCF1_29,BCF1_29,BCF1,kasp_1
BCF1_30,BCF1_30,BCF1,kasp_1
BCF1_31,BCF1_31,BCF1,kasp_1
BCF1_32,BCF1_32,BCF1,kasp_1
BCF1_33,BCF1_33,BCF1,kasp_1
BCF1_34,BCF1_34,BCF1,kasp_1
BCF1_35,BCF1_35,BCF1,kasp_1
BCF1_36,BCF1_36,BCF1,kasp_1
BCF1_37,BCF1_37,BCF1,kasp_1
BCF1_38,BCF1_38,BCF1,kasp_1
BCF1_39,BCF1_39,BCF1,kasp_1
BCF1_40,BCF1_40,BCF1,kasp_1
BCF1_41,BCF1_41,BCF1,kasp_1
BCF1_42,BCF1_42,BCF1,kasp_1
BCF1_43,BCF1_43,BCF1,kasp_1
BCF1_44,BCF1_44,BCF1,kasp_1
BCF1_45,BCF1_45,BCF1,kasp_1
BCF1_46,BCF1_46,BCF1,kasp_1
BCF1_47,BCF1_47,BCF1,kasp_1
BCF1_48,BCF1_48,BCF1,kasp_1
BCF1_49,BCF1_49,BCF1,kasp_1
BCF1_50,BCF1_50,BCF1,kasp_1
BCF1_51,BCF1_51,BCF1,kasp_1
BCF1_52,BCF1_52,BCF1,kasp_1
BCF1_53,BCF1_53,BCF1,kasp_1
BCF1_54,BCF1_54,BCF1,kasp_1
BCF1_55,BCF1_55,BCF1,kasp_1
BCF1_56,BCF1_56,BCF1,kasp_1
BCF1_57,BCF1_57,BCF1,kasp_1
BCF1_58,BCF1_58,BCF1,kasp_1
BCF1_59,BCF1_59,BCF1,kasp_1
BCF1_60,BCF1_60,BCF1,kasp_1
BCF1_61,BCF1_61,BCF1,kasp_1
BCF1_62,BCF1_62,BCF1,kasp_1
BCF1_63,BCF1_63,BCF1,kasp_1
BCF1_64,BCF1_64,BCF1,kasp_1
BCF1_65,BCF1_65,BCF1,kasp_1
BCF1_66,BCF1_66,BCF1,kasp_1
BCF1_67,BCF1_67,BCF1,kasp_1
BCF1_68,BCF1_68,BCF1,kasp_1
BCF1_69,BCF1_69,BCF1,kasp_1
BCF1_70,BCF1_70,BCF1,kasp_1
BCF1_71,BCF1_71,BCF1,kasp_1
BCF1_72,BCF1_72,BCF1,kasp_1
BCG_01,BCG_01,BCG,kasp_1
BCG_02,BCG_02,BCG,kasp_1
BCG_03,BCG_03,BCG,kasp_1
BCG_04,BCG_04,BCG,kasp_1
BCG_05,BCG_05,BCG,kasp_1
BCG_06,BCG_06,BCG,kasp_1
BCG_07,BCG_07,BCG,kasp_1
BCG_08,BCG_08,BCG,kasp_1
BCG_09,BCG_09,BCG,kasp_1
BCG_10,BCG_10,BCG,kasp_1
BCG_11,BCG_11,BCG,kasp_1
BCG_12,BCG_12,BCG,kasp_1
BCG_13,BCG_13,BCG,kasp_1
BCG_14,BCG_14,BCG,kasp_1
BCG_15,BCG_15,BCG,kasp_1
BCG_16,BCG_16,BCG,kasp_1
BCG_17,BCG_17,BCG,kasp_1
BCG_18,BCG_18,BCG,kasp_1
BCG_19,BCG_19,BCG,kasp_1
BCG_20,BCG_20,BCG,kasp_1
BCG_21,BCG_21,BCG,kasp_1
BCG_22,BCG_22,BCG,kasp_1
BCG_23,BCG_23,BCG,kasp_1
BCG_24,BCG_24,BCG,kasp_1
BCG_25,BCG_25,BCG,kasp_1
BCG_26,BCG_26,BCG,kasp_1
BCG_27,BCG_27,BCG,kasp_1
BCG_28,BCG_28,BCG,kasp_1
BCG_29,BCG_29,BCG,kasp_1
BCG_30,BCG_30,BCG,kasp_1
BCG_31,BCG_31,BCG,kasp_1
BCG_32,BCG_32,BCG,kasp_1
BCG_33,BCG_33,BCG,kasp_1
BCG_34,BCG_34,BCG,kasp_1
BCG_35,BCG_35,BCG,kasp_1
BCG_36,BCG_36,BCG,kasp_1
BCG_37,BCG_37,BCG,kasp_1
BCG_38,BCG_38,BCG,kasp_1
BCG_39,BCG_39,BCG,kasp_1
BCG_40,BCG_40,BCG,kasp_1
BCG_41,BCG_41,BCG,kasp_1
BCG_42,BCG_42,BCG,kasp_1
BCG_43,BCG_43,BCG,kasp_1
BCG_44,BCG_44,BCG,kasp_1
BCG_45,BCG_45,BCG,kasp_1
BCG_46,BCG_46,BCG,kasp_1
BCG_47,BCG_47,BCG,kasp_1
BCG_48,BCG_48,BCG,kasp_1
BCG_49,BCG_49,BCG,kasp_1
BCG_50,BCG_50,BCG,kasp_1
BCG_51,BCG_51,BCG,kasp_1
BCG_52,BCG_52,BCG,kasp_1
BCG_53,BCG_53,BCG,kasp_1
BCG_54,BCG_54,BCG,kasp_1
BCG_55,BCG_55,BCG,kasp_1
BCG_56,BCG_56,BCG,kasp_1
BCG_57,BCG_57,BCG,kasp_1
BCG_58,BCG_58,BCG,kasp_1
BCG_59,BCG_59,BCG,kasp_1
BCG_60,BCG_60,BCG,kasp_1
BCG_61,BCG_61,BCG,kasp_1
BCG_62,BCG_62,BCG,kasp_1
BCG_63,BCG_63,BCG,kasp_1
BCG_64,BCG_64,BCG,kasp_1
BCG_65,BCG_65,BCG,kasp_1
BCG_66,BCG_66,BCG,kasp_1
BCG_67,BCG_67,BCG,kasp_1
BCG_68,BCG_68,BCG,kasp_1
BCG_69,BCG_69,BCG,kasp_1
BCG_70,BCG_70,BCG,kasp_1
BCG_71,BCG_71,BCG,kasp_1
BCG_72,BCG_72,BCG,kasp_1
Berg_AR_01,Berg_AR1,Berg,kasp_1
Berg_AR_02,Berg_AR2,Berg,kasp_1
Berg_AR_100,Berg_AR100,Berg,kasp_1
Berg_AR_102,Berg_AR102,Berg,kasp_1
Berg_AR_114,Berg_AR114,Berg,kasp_1
Berg_AR_118,Berg_AR118,Berg,kasp_1
Berg_AR_122,Berg_AR122,Berg,kasp_1
Berg_AR_124,Berg_AR124,Berg,kasp_1
Berg_AR_127,Berg_AR127,Berg,kasp_1
Berg_AR_47,Berg_AR47,Berg,kasp_1
Berg_AR_50,Berg_AR50,Berg,kasp_1
Berg_AR_62,Berg_AR62,Berg,kasp_1
Berg_AR_76,Berg_AR76,Berg,kasp_1
Berg_AR_77,Berg_AR77,Berg,kasp_1
Berg_AR_82,Berg_AR82,Berg,kasp_1
Berg_AR_85,Berg_AR85,Berg,kasp_1
Berg_AR_87,Berg_AR87,Berg,kasp_1
Berg_AR_88,Berg_AR88,Berg,kasp_1
Berg_AR_92,Berg_AR92,Berg,kasp_1
Berg_AR_93,Berg_AR93,Berg,kasp_1
Berg_AR_97,Berg_AR97,Berg,kasp_1
Bouf_01,Bouf_01,Bouf,kasp_1
Bouf_02,Bouf_02,Bouf,kasp_1
Bouf_03,Bouf_03,Bouf,kasp_1
Bouf_04,Bouf_04,Bouf,kasp_1
Bouf_05,Bouf_05,Bouf,kasp_1
Bouf_06,Bouf_06,Bouf,kasp_1
Bouf_07,Bouf_07,Bouf,kasp_1
Bouf_08,Bouf_08,Bouf,kasp_1
Bouf_09,Bouf_09,Bouf,kasp_1
Bouf_10,Bouf_10,Bouf,kasp_1
Bouf_11,Bouf_11,Bouf,kasp_1
Bouf_12,Bouf_12,Bouf,kasp_1
Bouf_13,Bouf_13,Bouf,kasp_1
Bouf_14,Bouf_14,Bouf,kasp_1
Bouf_15,Bouf_15,Bouf,kasp_1
Bouf_16,Bouf_16,Bouf,kasp_1
Bouf_17,Bouf_17,Bouf,kasp_1
Bouf_18,Bouf_18,Bouf,kasp_1
Bouf_19,Bouf_19,Bouf,kasp_1
Bouf_20,Bouf_20,Bouf,kasp_1
Bouf_21,Bouf_21,Bouf,kasp_1
Bouf_22,Bouf_22,Bouf,kasp_1
Bouf_23,Bouf_23,Bouf,kasp_1
Bouf_24,Bouf_24,Bouf,kasp_1
Bouf_25,Bouf_25,Bouf,kasp_1
Bouf_26,Bouf_26,Bouf,kasp_1
Bouf_27,Bouf_27,Bouf,kasp_1
Bouf_28,Bouf_28,Bouf,kasp_1
Bouf_29,Bouf_29,Bouf,kasp_1
Bouf_30,Bouf_30,Bouf,kasp_1
Can_01,Can_01,Can,kasp_1
Can_02,Can_02,Can,kasp_1
Can_03,Can_03,Can,kasp_1
Cart_01,Cart_01,Cart,kasp_1
Cart_02,Cart_02,Cart,kasp_1
Cart_03,Cart_03,Cart,kasp_1
Cart_04,Cart_04,Cart,kasp_1
Cart_05,Cart_05,Cart,kasp_1
Cart_06,Cart_06,Cart,kasp_1
Cart_07,Cart_07,Cart,kasp_1
Cart_08,Cart_08,Cart,kasp_1
Cart_09,Cart_09,Cart,kasp_1
Cart_10,Cart_10,Cart,kasp_1
Cart_11,Cart_11,Cart,kasp_1
Cart_12,Cart_12,Cart,kasp_1
Cart_13,Cart_13,Cart,kasp_1
Cart_14,Cart_14,Cart,kasp_1
Cart_15,Cart_15,Cart,kasp_1
Cart_16,Cart_16,Cart,kasp_1
Cart_17,Cart_17,Cart,kasp_1
Cart_18,Cart_18,Cart,kasp_1
Cart_19,Cart_19,Cart,kasp_1
Cart_20,Cart_20,Cart,kasp_1
Cart_21,Cart_21,Cart,kasp_1
Cart_22,Cart_22,Cart,kasp_1
Cart_23,Cart_23,Cart,kasp_1
Cart_24,Cart_24,Cart,kasp_1
Cart_25,Cart_25,Cart,kasp_1
Cart_26,Cart_26,Cart,kasp_1
Cart_27,Cart_27,Cart,kasp_1
Cart_28,Cart_28,Cart,kasp_1
Cart_29,Cart_29,Cart,kasp_1
Cart_30,Cart_30,Cart,kasp_1
Cha_04,Cha_04,Cha,kasp_1
Cha_07,Cha_07,Cha,kasp_1
Cha_08,Cha_08,Cha,kasp_1
Cha_09,Cha_09,Cha,kasp_1
Cha_12,Cha_12,Cha,kasp_1
Cha_13,Cha_13,Cha,kasp_1
Cha_15,Cha_15,Cha,kasp_1
Cha_16,Cha_16,Cha,kasp_1
Cha_17,Cha_17,Cha,kasp_1
Cha_22,Cha_22,Cha,kasp_1
Cha_23,Cha_23,Cha,kasp_1
Cha_32,Cha_32,Cha,kasp_1
Cher03_01,Cher03_01,Cher03,kasp_1
Cher03_02,Cher03_02,Cher03,kasp_1
Cher03_03,Cher03_03,Cher03,kasp_1
Cher03_04,Cher03_04,Cher03,kasp_1
Cher03_05,Cher03_05,Cher03,kasp_1
Cher03_06,Cher03_06,Cher03,kasp_1
Cher03_07,Cher03_07,Cher03,kasp_1
Cher03_08,Cher03_08,Cher03,kasp_1
Cher03_09,Cher03_09,Cher03,kasp_1
Cher03_10,Cher03_10,Cher03,kasp_1
Cher03_11,Cher03_11,Cher03,kasp_1
Cher03_12,Cher03_12,Cher03,kasp_1
Cher03_13,Cher03_13,Cher03,kasp_1
Cher03_14,Cher03_14,Cher03,kasp_1
Cher03_15,Cher03_15,Cher03,kasp_1
Cher03_16,Cher03_16,Cher03,kasp_1
Cher03_17,Cher03_17,Cher03,kasp_1
Cher03_18,Cher03_18,Cher03,kasp_1
Cher03_19,Cher03_19,Cher03,kasp_1
Cher03_20,Cher03_20,Cher03,kasp_1
Cher03_21,Cher03_21,Cher03,kasp_1
Cher03_22,Cher03_22,Cher03,kasp_1
Cher03_23,Cher03_23,Cher03,kasp_1
Cher03_24,Cher03_24,Cher03,kasp_1
Cher03_25,Cher03_25,Cher03,kasp_1
Cher03_26,Cher03_26,Cher03,kasp_1
Cher03_27,Cher03_27,Cher03,kasp_1
Cher03_28,Cher03_28,Cher03,kasp_1
Cher03_29,Cher03_29,Cher03,kasp_1
Cher03_30,Cher03_30,Cher03,kasp_1
Cher15_01,Cher15_01,Cher15,kasp_1
Cher15_02,Cher15_02,Cher15,kasp_1
Cher15_03,Cher15_03,Cher15,kasp_1
Cher15_04,Cher15_04,Cher15,kasp_1
Cher15_05,Cher15_05,Cher15,kasp_1
Cher15_06,Cher15_06,Cher15,kasp_1
Cher15_07,Cher15_07,Cher15,kasp_1
Cher15_08,Cher15_08,Cher15,kasp_1
Cher15_09,Cher15_09,Cher15,kasp_1
Cher15_10,Cher15_10,Cher15,kasp_1
Cher15_11,Cher15_11,Cher15,kasp_1
Cher15_12,Cher15_12,Cher15,kasp_1
Cher15_13,Cher15_13,Cher15,kasp_1
Cher15_14,Cher15_14,Cher15,kasp_1
Cher15_15,Cher15_15,Cher15,kasp_1
Cher15_16,Cher15_16,Cher15,kasp_1
