ind,oldind,pop,seq
CAP_16,CAP-16,CAP,kasp_2
CAP_17,CAP-17,CAP,kasp_2
CAP_18,CAP-18,CAP,kasp_2
CAP_19,CAP-19,CAP,kasp_2
CAP_20,CAP-20,CAP,kasp_2
CAP_21,CAP-21,CAP,kasp_2
CAP_22,CAP-22,CAP,kasp_2
CAP_23,CAP-23,CAP,kasp_2
CAP_24,CAP-24,CAP,kasp_2
CAP_25,CAP-25,CAP,kasp_2
CAP_26,CAP-26,CAP,kasp_2
CAP_27,CAP-27,CAP,kasp_2
CAP_28,CAP-28,CAP,kasp_2
CAP_29,CAP-29,CAP,kasp_2
CAP_30,CAP-30,CAP,kasp_2
CB_01,CB_01,CB,kasp_2
CB_02,CB_02,CB,kasp_2
CB_03,CB_03,CB,kasp_2
CB_04,CB_04,CB,kasp_2
CB_05,CB_05,CB,kasp_2
CB_06,CB_06,CB,kasp_2
CB_07,CB_07,CB,kasp_2
CB_08,CB_08,CB,kasp_2
CB_09,CB_09,CB,kasp_2
CB_10,CB_10,CB,kasp_2
CB_11,CB_11,CB,kasp_2
CB_12,CB_12,CB,kasp_2
CB_13,CB_13,CB,kasp_2
CB_14,CB_14,CB,kasp_2
CB_15,CB_15,CB,kasp_2
CB_16,CB_16,CB,kasp_2
CB_17,CB_17,CB,kasp_2
CB_18,CB_18,CB,kasp_2
CB_19,CB_19,CB,kasp_2
CB_20,CB_20,CB,kasp_2
CB_21,CB_21,CB,kasp_2
CB_22,CB_22,CB,kasp_2
CB_23,CB_23,CB,kasp_2
CB_24,CB_24,CB,kasp_2
CB_25,CB_25,CB,kasp_2
CB_26,CB_26,CB,kasp_2
CB_27,CB_27,CB,kasp_2
CB_28,CB_28,CB,kasp_2
CB_29,CB_29,CB,kasp_2
CB_30,CB_30,CB,kasp_2
CB_31,CB_31,CB,kasp_2
CB_32,CB_32,CB,kasp_2
CB_33,CB_33,CB,kasp_2
CB_34,CB_34,CB,kasp_2
CB_35,CB_35,CB,kasp_2
CB_36,CB_36,CB,kasp_2
CB_37,CB_37,CB,kasp_2
CB_38,CB_38,CB,kasp_2
CB_39,CB_39,CB,kasp_2
CB_40,CB_40,CB,kasp_2
CB_41,CB_41,CB,kasp_2
CB_42,CB_42,CB,kasp_2
CB_43,CB_43,CB,kasp_2
CB_44,CB_44,CB,kasp_2
CB_45,CB_45,CB,kasp_2
CB_46,CB_46,CB,kasp_2
CB_47,CB_47,CB,kasp_2
CB_48,CB_48,CB,kasp_2
CB_49,CB_49,CB,kasp_2
CB_50,CB_50,CB,kasp_2
CB_51,CB_51,CB,kasp_2
CB_52,CB_52,CB,kasp_2
CB_53,CB_53,CB,kasp_2
CB_54,CB_54,CB,kasp_2
CB_55,CB_55,CB,kasp_2
CB_56,CB_56,CB,kasp_2
CB_57,CB_57,CB,kasp_2
CB_58,CB_58,CB,kasp_2
CB_59,CB_59,CB,kasp_2
CB_60,CB_60,CB,kasp_2
CB_70,CB_70,CB,kasp_2
CB_71,CB_71,CB,kasp_2
CB_72,CB_72,CB,kasp_2
CB_73,CB_73,CB,kasp_2
CB_74,CB_74,CB,kasp_2
CB_75,CB_75,CB,kasp_2
CB_76,CB_76,CB,kasp_2
CB_77,CB_77,CB,kasp_2
CB_78,CB_78,CB,kasp_2
CB_79,CB_79,CB,kasp_2
CB_80,CB_80,CB,kasp_2
CB_81,CB_81,CB,kasp_2
CB_82,CB_82,CB,kasp_2
CH_007,CH007,CH,kasp_2
CH_016,CH016,CH,kasp_2
CH_041,CH041,CH,kasp_2
CH_068,CH068,CH,kasp_2
CH_084,CH084,CH,kasp_2
CH_096,CH096,CH,kasp_2
CH_114,CH114,CH,kasp_2
CH_115,CH115,CH,kasp_2
CH_116,CH116,CH,kasp_2
CH_121,CH121,CH,kasp_2
CH_122,CH122,CH,kasp_2
CH_134,CH134,CH,kasp_2
CH_138,CH138,CH,kasp_2
CH_139,CH139,CH,kasp_2
CH_147,CH147,CH,kasp_2
CH_152,CH152,CH,kasp_2
CH_162,CH162,CH,kasp_2
CH_166,CH166,CH,kasp_2
CH_175,CH175,CH,kasp_2
CH_179,CH179,CH,kasp_2
CHE_01,CHE-1,CHE,kasp_2
CHE_02,CHE-2,CHE,kasp_2
CHE_03,CHE-3,CHE,kasp_2
CHE_04,CHE-4,CHE,kasp_2
CHE_05,CHE-5,CHE,kasp_2
CHE_06,CHE-6,CHE,kasp_2
CHE_07,CHE-7,CHE,kasp_2
CHE_08,CHE-8,CHE,kasp_2
CHE_09,CHE-9,CHE,kasp_2
CHE_10,CHE-10,CHE,kasp_2
CHE_11,CHE-11,CHE,kasp_2
CHE_12,CHE-12,CHE,kasp_2
CHE_13,CHE-13,CHE,kasp_2
CHE_14,CHE-14,CHE,kasp_2
CHE_15,CHE-15,CHE,kasp_2
CHE_16,CHE-16,CHE,kasp_2
CHE_17,CHE-17,CHE,kasp_2
CHE_18,CHE-18,CHE,kasp_2
CHE_19,CHE-19,CHE,kasp_2
CHE_20,CHE-20,CHE,kasp_2
CHE_21,CHE-21,CHE,kasp_2
CHE_22,CHE-22,CHE,kasp_2
CHE_23,CHE-23,CHE,kasp_2
CHE_24,CHE-24,CHE,kasp_2
CHE_25,CHE-25,CHE,kasp_2
CHE_26,CHE-26,CHE,kasp_2
CHE_27,CHE-27,CHE,kasp_2
CHE_28,CHE-28,CHE,kasp_2
CHE_29,CHE-29,CHE,kasp_2
CHE_30,CHE-30,CHE,kasp_2
CHR_01,CHR_01,CHR,kasp_2
CHR_02,CHR_02,CHR,kasp_2
CHR_03,CHR_03,CHR,kasp_2
CHR_04,CHR_04,CHR,kasp_2
CHR_05,CHR_05,CHR,kasp_2
CHR_06,CHR_06,CHR,kasp_2
CHR_07,CHR_07,CHR,kasp_2
CHR_08,CHR_08,CHR,kasp_2
CHR_09,CHR_09,CHR,kasp_2
CHR_10,CHR_10,CHR,kasp_2
CHR_11,CHR_11,CHR,kasp_2
CHR_12,CHR_12,CHR,kasp_2
Collo_09,Collo_09,Collo,kasp_2
Collo_10,Collo_10,Collo,kasp_2
Collo_11,Collo_11,Collo,kasp_2
COR_01,COR_01,COR,kasp_2
COR_02,COR_02,COR,kasp_2
COR_03,COR_03,COR,kasp_2
COR_04,COR_04,COR,kasp_2
COR_05,COR_05,COR,kasp_2
COR_06,COR_06,COR,kasp_2
COR_07,COR_07,COR,kasp_2
COR_08,COR_08,COR,kasp_2
COR_09,COR_09,COR,kasp_2
COR_10,COR_10,COR,kasp_2
COR_11,COR_11,COR,kasp_2
COR_12,COR_12,COR,kasp_2
COR_13,COR_13,COR,kasp_2
COR_14,COR_14,COR,kasp_2
COR_15,COR_15,COR,kasp_2
CR_01,CR_01,CR,kasp_2
CR_02,CR_02,CR,kasp_2
CR_03,CR_03,CR,kasp_2
CR_04,CR_04,CR,kasp_2
CR_05,CR_05,CR,kasp_2
CR_06,CR_06,CR,kasp_2
CR_07,CR_07,CR,kasp_2
CR_08,CR_08,CR,kasp_2
CR_09,CR_09,CR,kasp_2
CR_10,CR_10,CR,kasp_2
CR_100,CR_100,CR,kasp_2
CR_11,CR_11,CR,kasp_2
CR_12,CR_12,CR,kasp_2
CR_13,CR_13,CR,kasp_2
CR_14,CR_14,CR,kasp_2
CR_15,CR_15,CR,kasp_2
CR_16,CR_16,CR,kasp_2
CR_17,CR_17,CR,kasp_2
CR_18,CR_18,CR,kasp_2
CR_19,CR_19,CR,kasp_2
CR_20,CR_20,CR,kasp_2
CR_21,CR_21,CR,kasp_2
CR_22,CR_22,CR,kasp_2
CR_23,CR_23,CR,kasp_2
CR_24,CR_24,CR,kasp_2
CR_25,CR_25,CR,kasp_2
CR_26,CR_26,CR,kasp_2
CR_27,CR_27,CR,kasp_2
CR_28,CR_28,CR,kasp_2
CR_29,CR_29,CR,kasp_2
CR_30,CR_30,CR,kasp_2
CR_31,CR_31,CR,kasp_2
CR_32,CR_32,CR,kasp_2
CR_33,CR_33,CR,kasp_2
CR_34,CR_34,CR,kasp_2
CR_35,CR_35,CR,kasp_2
CR_36,CR_36,CR,kasp_2
CR_37,CR_37,CR,kasp_2
CR_38,CR_38,CR,kasp_2
CR_39,CR_39,CR,kasp_2
CR_40,CR_40,CR,kasp_2
CR_41,CR_41,CR,kasp_2
CR_42,CR_42,CR,kasp_2
CR_43,CR_43,CR,kasp_2
CR_44,CR_44,CR,kasp_2
CR_45,CR_45,CR,kasp_2
CR_46,CR_46,CR,kasp_2
CR_47,CR_47,CR,kasp_2
CR_48,CR_48,CR,kasp_2
CR_49,CR_49,CR,kasp_2
CR_50,CR_50,CR,kasp_2
CR_51,CR_51,CR,kasp_2
CR_52,CR_52,CR,kasp_2
CR_53,CR_53,CR,kasp_2
CR_54,CR_54,CR,kasp_2
CR_55,CR_55,CR,kasp_2
CR_56,CR_56,CR,kasp_2
CR_57,CR_57,CR,kasp_2
CR_58,CR_58,CR,kasp_2
CR_59,CR_59,CR,kasp_2
CR_60,CR_60,CR,kasp_2
CR_70,CR_70,CR,kasp_2
CR_71,CR_71,CR,kasp_2
CR_72,CR_72,CR,kasp_2
CR_73,CR_73,CR,kasp_2
CR_74,CR_74,CR,kasp_2
CR_75,CR_75,CR,kasp_2
CR_76,CR_76,CR,kasp_2
CR_77,CR_77,CR,kasp_2
CR_79,CR_79,CR,kasp_2
CR_81,CR_81,CR,kasp_2
CR_82,CR_82,CR,kasp_2
CR_83,CR_83,CR,kasp_2
CR_85,CR_85,CR,kasp_2
CR_86,CR_86,CR,kasp_2
CR_87,CR_87,CR,kasp_2
CR_88,CR_88,CR,kasp_2
CR_89,CR_89,CR,kasp_2
CR_90,CR_90,CR,kasp_2
CR_91,CR_91,CR,kasp_2
CR_92,CR_92,CR,kasp_2
CR_93,CR_93,CR,kasp_2
CR_94,CR_94,CR,kasp_2
CR_95,CR_95,CR,kasp_2
CR_96,CR_96,CR,kasp_2
CR_97,CR_97,CR,kasp_2
CR_98,CR_98,CR,kasp_2
CR_99,CR_99,CR,kasp_2
CRE_01,CRE_01,CRE,kasp_2
CRE_02,CRE_02,CRE,kasp_2
CRE_03,CRE_03,CRE,kasp_2
CRE_04,CRE_04,CRE,kasp_2
CRE_05,CRE_05,CRE,kasp_2
CRE_06,CRE_06,CRE,kasp_2
CRE_07,CRE_07,CRE,kasp_2
CRE_08,CRE_08,CRE,kasp_2
CRE_09,CRE_09,CRE,kasp_2
CRE_10,CRE_10,CRE,kasp_2
CRE_11,CRE_11,CRE,kasp_2
CRE_12,CRE_12,CRE,kasp_2
CRE_13,CRE_13,CRE,kasp_2
CRE_14,CRE_14,CRE,kasp_2
CRE_15,CRE_15,CRE,kasp_2
Croa_05,Croa_5,Croa,kasp_2
Croa_103,Croa_103,Croa,kasp_2
Croa_161,Croa_161,Croa,kasp_2
Croa_192,Croa_192,Croa,kasp_2
Croa_26,Croa_26,Croa,kasp_2
Croa_31,Croa_31,Croa,kasp_2
Croa_36,Croa_36,Croa,kasp_2
Croa_40,Croa_40,Croa,kasp_2
Croa_54,Croa_54,Croa,kasp_2
Croa_60,Croa_60,Croa,kasp_2
Croa_67,Croa_67,Croa,kasp_2
Croa_98,Croa_98,Croa,kasp_2
DAR_50,DAR_50,DAR,kasp_2
DAR_51,DAR_51,DAR,kasp_2
DAR_52,DAR_52,DAR,kasp_2
DAR_53,DAR_53,DAR,kasp_2
DAR_54,DAR_54,DAR,kasp_2
DAR_55,DAR_55,DAR,kasp_2
DAR_56,DAR_56,DAR,kasp_2
DAR_57,DAR_57,DAR,kasp_2
DAR_58,DAR_58,DAR,kasp_2
DAR_59,DAR_59,DAR,kasp_2
DAR_60,DAR_60,DAR,kasp_2
DAR_61,DAR_61,DAR,kasp_2
DAR_62,DAR_62,DAR,kasp_2
DAR_63,DAR_63,DAR,kasp_2
DAR_64,DAR_64,DAR,kasp_2
DAR_65,DAR_65,DAR,kasp_2
DAR_66,DAR_66,DAR,kasp_2
DAR_67,DAR_67,DAR,kasp_2
DAR_68,DAR_68,DAR,kasp_2
DAR_69,DAR_69,DAR,kasp_2
DAR_70,DAR_70,DAR,kasp_2
DAR_71,DAR_71,DAR,kasp_2
DAR_72,DAR_72,DAR,kasp_2
DAR_73,DAR_73,DAR,kasp_2
DAR_74,DAR_74,DAR,kasp_2
DAR_75,DAR_75,DAR,kasp_2
DAR_76,DAR_76,DAR,kasp_2
DAR_77,DAR_77,DAR,kasp_2
DAR_80,DAR_80,DAR,kasp_2
DAR_81,DAR_81,DAR,kasp_2
DAR_82,DAR_82,DAR,kasp_2
DAR_83,DAR_83,DAR,kasp_2
DAR_84,DAR_84,DAR,kasp_2
DAR_85,DAR_85,DAR,kasp_2
DAR_86,DAR_86,DAR,kasp_2
DAR_87,DAR_87,DAR,kasp_2
DAR_88,DAR_88,DAR,kasp_2
DAR_89,DAR_89,DAR,kasp_2
DAR_90,DAR_90,DAR,kasp_2
DO_01,DO_01,DO,kasp_2
DO_02,DO_02,DO,kasp_2
DO_03,DO_03,DO,kasp_2
DO_04,DO_04,DO,kasp_2
DO_05,DO_05,DO,kasp_2
DO_06,DO_06,DO,kasp_2
DO_07,DO_07,DO,kasp_2
DO_08,DO_08,DO,kasp_2
DO_09,DO_09,DO,kasp_2
DO_10,DO_10,DO,kasp_2
DO_11,DO_11,DO,kasp_2
DO_12,DO_12,DO,kasp_2
DO_13,DO_13,DO,kasp_2
DO_14,DO_14,DO,kasp_2
DO_15,DO_15,DO,kasp_2
DO_16,DO_16,DO,kasp_2
DO_17,DO_17,DO,kasp_2
DO_18,DO_18,DO,kasp_2
DO_19,DO_19,DO,kasp_2
DO_20,DO_20,DO,kasp_2
DO_21,DO_21,DO,kasp_2
DO_22,DO_22,DO,kasp_2
DO_23,DO_23,DO,kasp_2
DO_24,DO_24,DO,kasp_2
DO_25,DO_25,DO,kasp_2
DO_26,DO_26,DO,kasp_2
DO_27,DO_27,DO,kasp_2
DO_28,DO_28,DO,kasp_2
DO_29,DO_29,DO,kasp_2
DO_30,DO_30,DO,kasp_2
DO_31,DO_31,DO,kasp_2
DO_32,DO_32,DO,kasp_2
DO_33,DO_33,DO,kasp_2
DO_34,DO_34,DO,kasp_2
DO_35,DO_35,DO,kasp_2
DO_36,DO_36,DO,kasp_2
DO_37,DO_37,DO,kasp_2
DO_38,DO_38,DO,kasp_2
DO_39,DO_39,DO,kasp_2
DO_40,DO_40,DO,kasp_2
DO_41,DO_41,DO,kasp_2
DO_42,DO_42,DO,kasp_2
DO_43,DO_43,DO,kasp_2
DO_44,DO_44,DO,kasp_2
DO_45,DO_45,DO,kasp_2
DO_46,DO_46,DO,kasp_2
DO_47,DO_47,DO,kasp_2
DO_48,DO_48,DO,kasp_2
DO_49,DO_49,DO,kasp_2
DO_50,DO_50,DO,kasp_2
Dun_01,Dun_01,Dun,kasp_2
Dun_02,Dun_02,Dun,kasp_2
Dun_03,Dun_03,Dun,kasp_2
Dun_04,Dun_04,Dun,kasp_2
Dun_05,Dun_05,Dun,kasp_2
Dun_06,Dun_06,Dun,kasp_2
Dun_07,Dun_07,Dun,kasp_2
Dun_08,Dun_08,Dun,kasp_2
Dun_09,Dun_09,Dun,kasp_2
Dun_10,Dun_10,Dun,kasp_2
Dun_11,Dun_11,Dun,kasp_2
Dun_12,Dun_12,Dun,kasp_2
Dun_13,Dun_13,Dun,kasp_2
Dun_14,Dun_14,Dun,kasp_2
Dun_15,Dun_15,Dun,kasp_2
Dun_16,Dun_16,Dun,kasp_2
Dun_17,Dun_17,Dun,kasp_2
Dun_18,Dun_18,Dun,kasp_2
Dun_19,Dun_19,Dun,kasp_2
Dun_20,Dun_20,Dun,kasp_2
Dun_21,Dun_21,Dun,kasp_2
Dun_22,Dun_22,Dun,kasp_2
Dun_23,Dun_23,Dun,kasp_2
Dun_24,Dun_24,Dun,kasp_2
Dun_25,Dun_25,Dun,kasp_2
Dun_26,Dun_26,Dun,kasp_2
Dun_27,Dun_27,Dun,kasp_2
Dun_28,Dun_28,Dun,kasp_2
Dun_29,Dun_29,Dun,kasp_2
Dun_30,Dun_30,Dun,kasp_2
ES_01,ES_01,ES,kasp_2
ES_02,ES_02,ES,kasp_2
ES_03,ES_03,ES,kasp_2
ES_04,ES_04,ES,kasp_2
ES_05,ES_05,ES,kasp_2
ES_06,ES_06,ES,kasp_2
ES_07,ES_07,ES,kasp_2
ES_08,ES_08,ES,kasp_2
ES_09,ES_09,ES,kasp_2
ES_10,ES_10,ES,kasp_2
ES_11,ES_11,ES,kasp_2
ES_12,ES_12,ES,kasp_2
ES_13,ES_13,ES,kasp_2
ES_14,ES_14,ES,kasp_2
ES_15,ES_15,ES,kasp_2
ES_16,ES_16,ES,kasp_2
ES_17,ES_17,ES,kasp_2
ES_18,ES_18,ES,kasp_2
ES_19,ES_19,ES,kasp_2
ES_20,ES_20,ES,kasp_2
ES_21,ES_21,ES,kasp_2
ES_22,ES_22,ES,kasp_2
ES_23,ES_23,ES,kasp_2
ES_24,ES_24,ES,kasp_2
ES_25,ES_25,ES,kasp_2
ES_26,ES_26,ES,kasp_2
ES_27,ES_27,ES,kasp_2
ES_28,ES_28,ES,kasp_2
ES_29,ES_29,ES,kasp_2
ES_30,ES_30,ES,kasp_2
FAR_01,FAR_01,FAR,kasp_2
FAR_02,FAR_02,FAR,kasp_2
FAR_03,FAR_03,FAR,kasp_2
FAR_04,FAR_04,FAR,kasp_2
FAR_05,FAR_05,FAR,kasp_2
FAR_06,FAR_06,FAR,kasp_2
FAR_07,FAR_07,FAR,kasp_2
FAR_08,FAR_08,FAR,kasp_2
FAR_09,FAR_09,FAR,kasp_2
FAR_10,FAR_10,FAR,kasp_2
FAR_11,FAR_11,FAR,kasp_2
FAR_12,FAR_12,FAR,kasp_2
FAR_13,FAR_13,FAR,kasp_2
FAR_14,FAR_14,FAR,kasp_2
FAR_15,FAR_15,FAR,kasp_2
FR_01,FR_01,FR,kasp_2
FR_02,FR_02,FR,kasp_2
FR_03,FR_03,FR,kasp_2
FR_04,FR_04,FR,kasp_2
FR_05,FR_05,FR,kasp_2
FR_06,FR_06,FR,kasp_2
FR_07,FR_07,FR,kasp_2
FR_08,FR_08,FR,kasp_2
FR_09,FR_09,FR,kasp_2
FR_10,FR_10,FR,kasp_2
FR_11,FR_11,FR,kasp_2
FR_12,FR_12,FR,kasp_2
FR_13,FR_13,FR,kasp_2
FR_14,FR_14,FR,kasp_2
FR_15,FR_15,FR,kasp_2
FR_16,FR_16,FR,kasp_2
FR_17,FR_17,FR,kasp_2
FR_18,FR_18,FR,kasp_2
FR_19,FR_19,FR,kasp_2
FR_20,FR_20,FR,kasp_2
FR_21,FR_21,FR,kasp_2
FR_22,FR_22,FR,kasp_2
FR_23,FR_23,FR,kasp_2
FR_24,FR_24,FR,kasp_2
FR_25,FR_25,FR,kasp_2
FR_26,FR_26,FR,kasp_2
FR_27,FR_27,FR,kasp_2
FR_28,FR_28,FR,kasp_2
FR_29,FR_29,FR,kasp_2
FR_30,FR_30,FR,kasp_2
FRE_01,FRE-1,FRE,kasp_2
FRE_02,FRE-2,FRE,kasp_2
FRE_03,FRE-3,FRE,kasp_2
FRE_04,FRE-4,FRE,kasp_2
FRE_05,FRE-5,FRE,kasp_2
FRE_06,FRE-6,FRE,kasp_2
FRE_07,FRE-7,FRE,kasp_2
FRE_08,FRE-8,FRE,kasp_2
FRE_09,FRE-9,FRE,kasp_2
FRE_10,FRE-10,FRE,kasp_2
FRE_11,FRE-11,FRE,kasp_2
FRE_12,FRE-12,FRE,kasp_2
FRE_13,FRE-13,FRE,kasp_2
FRE_14,FRE-14,FRE,kasp_2
FRE_15,FRE-15,FRE,kasp_2
FRE_16,FRE-16,FRE,kasp_2
FRE_17,FRE-17,FRE,kasp_2
FRE_18,FRE-18,FRE,kasp_2
FRE_19,FRE-19,FRE,kasp_2
FRE_20,FRE-20,FRE,kasp_2
FRE_21,FRE-21,FRE,kasp_2
FRE_22,FRE-22,FRE,kasp_2
FRE_23,FRE-23,FRE,kasp_2
FRE_24,FRE-24,FRE,kasp_2
FRE_25,FRE-25,FRE,kasp_2
FRE_26,FRE-26,FRE,kasp_2
FRE_27,FRE-27,FRE,kasp_2
FRE_28,FRE-28,FRE,kasp_2
FRE_29,FRE-29,FRE,kasp_2
FRE_30,FRE-30,FRE,kasp_2
FZ_01,FZ_01,FZ,kasp_2
FZ_02,FZ_02,FZ,kasp_2
FZ_03,FZ_03,FZ,kasp_2
FZ_04,FZ_04,FZ,kasp_2
FZ_05,FZ_05,FZ,kasp_2
FZ_06,FZ_06,FZ,kasp_2
FZ_07,FZ_07,FZ,kasp_2
FZ_08,FZ_08,FZ,kasp_2
FZ_09,FZ_09,FZ,kasp_2
FZ_10,FZ_10,FZ,kasp_2
FZ_11,FZ_11,FZ,kasp_2
FZ_12,FZ_12,FZ,kasp_2
FZ_13,FZ_13,FZ,kasp_2
FZ_14,FZ_14,FZ,kasp_2
FZ_17,FZ_17,FZ,kasp_2
FZ_18,FZ_18,FZ,kasp_2
FZ_19,FZ_19,FZ,kasp_2
FZ_20,FZ_20,FZ,kasp_2
FZ_21,FZ_21,FZ,kasp_2
FZ_22,FZ_22,FZ,kasp_2
FZ_23,FZ_23,FZ,kasp_2
GA_018,GA018,GA,kasp_2
GA_022,GA022,GA,kasp_2
GA_024,GA024,GA,kasp_2
GA_039,GA039,GA,kasp_2
GA_041,GA041,GA,kasp_2
GA_047,GA047,GA,kasp_2
GA_056,GA056,GA,kasp_2
GA_058,GA058,GA,kasp_2
GA_067,GA067,GA,kasp_2
GA_069,GA069,GA,kasp_2
HA_01,HA_01,HA,kasp_2
HA_02,HA_02,HA,kasp_2
HA_03,HA_03,HA,kasp_2
HA_04,HA_04,HA,kasp_2
HA_05,HA_05,HA,kasp_2
HA_06,HA_06,HA,kasp_2
HA_07,HA_07,HA,kasp_2
HA_08,HA_08,HA,kasp_2
HA_09,HA_09,HA,kasp_2
HA_10,HA_10,HA,kasp_2
HA_11,HA_11,HA,kasp_2
HA_12,HA_12,HA,kasp_2
HA_13,HA_13,HA,kasp_2
HA_14,HA_14,HA,kasp_2
HA_15,HA_15,HA,kasp_2
HA_16,HA_16,HA,kasp_2
HA_17,HA_17,HA,kasp_2
HA_18,HA_18,HA,kasp_2
HA_19,HA_19,HA,kasp_2
HA_20,HA_20,HA,kasp_2
HA_21,HA_21,HA,kasp_2
HA_22,HA_22,HA,kasp_2
HA_23,HA_23,HA,kasp_2
HA_24,HA_24,HA,kasp_2
HA_25,HA_25,HA,kasp_2
HA_26,HA_26,HA,kasp_2
HA_27,HA_27,HA,kasp_2
HA_28,HA_28,HA,kasp_2
HA_29,HA_29,HA,kasp_2
HA_30,HA_30,HA,kasp_2
Havre_A_01,Havre_A_01,Havre_A,kasp_2
Havre_A_02,Havre_A_02,Havre_A,kasp_2
Havre_A_03,Havre_A_03,Havre_A,kasp_2
Havre_A_04,Havre_A_04,Havre_A,kasp_2
Havre_A_05,Havre_A_05,Havre_A,kasp_2
Havre_A_06,Havre_A_06,Havre_A,kasp_2
Havre_A_07,Havre_A_07,Havre_A,kasp_2
Havre_A_08,Havre_A_08,Havre_A,kasp_2
Havre_A_09,Havre_A_09,Havre_A,kasp_2
Havre_A_10,Havre_A_10,Havre_A,kasp_2
Havre_A_11,Havre_A_11,Havre_A,kasp_2
Havre_A_12,Havre_A_12,Havre_A,kasp_2
Havre_A_13,Havre_A_13,Havre_A,kasp_2
Havre_A_14,Havre_A_14,Havre_A,kasp_2
Havre_A_15,Havre_A_15,Havre_A,kasp_2
Havre_B_01,Havre_B_01,Havre_B,kasp_2
Havre_B_02,Havre_B_02,Havre_B,kasp_2
Havre_B_03,Havre_B_03,Havre_B,kasp_2
Havre_B_04,Havre_B_04,Havre_B,kasp_2
Havre_B_05,Havre_B_05,Havre_B,kasp_2
Havre_B_06,Havre_B_06,Havre_B,kasp_2
Havre_B_07,Havre_B_07,Havre_B,kasp_2
Havre_B_08,Havre_B_08,Havre_B,kasp_2
Havre_B_09,Havre_B_09,Havre_B,kasp_2
Havre_B_10,Havre_B_10,Havre_B,kasp_2
Havre_B_11,Havre_B_11,Havre_B,kasp_2
Havre_B_12,Havre_B_12,Havre_B,kasp_2
Havre_B_13,Havre_B_13,Havre_B,kasp_2
Havre_B_14,Havre_B_14,Havre_B,kasp_2
Havre_B_15,Havre_B_15,Havre_B,kasp_2
Havre_C_01,Havre_C_01,Havre_C,kasp_2
Havre_C_02,Havre_C_02,Havre_C,kasp_2
Havre_C_03,Havre_C_03,Havre_C,kasp_2
Havre_C_04,Havre_C_04,Havre_C,kasp_2
Havre_C_05,Havre_C_05,Havre_C,kasp_2
Havre_C_06,Havre_C_06,Havre_C,kasp_2
Havre_C_07,Havre_C_07,Havre_C,kasp_2
Havre_C_08,Havre_C_08,Havre_C,kasp_2
Havre_C_09,Havre_C_09,Havre_C,kasp_2
Havre_C_10,Havre_C_10,Havre_C,kasp_2
Havre_C_11,Havre_C_11,Havre_C,kasp_2
Havre_C_12,Havre_C_12,Havre_C,kasp_2
Havre_C_13,Havre_C_13,Havre_C,kasp_2
Havre_C_14,Havre_C_14,Havre_C,kasp_2
Havre_C_15,Havre_C_15,Havre_C,kasp_2
Havre_D_01,Havre_D_01,Havre_D,kasp_2
Havre_D_02,Havre_D_02,Havre_D,kasp_2
Havre_D_03,Havre_D_03,Havre_D,kasp_2
Havre_D_04,Havre_D_04,Havre_D,kasp_2
Havre_D_05,Havre_D_05,Havre_D,kasp_2
Havre_D_06,Havre_D_06,Havre_D,kasp_2
Havre_D_07,Havre_D_07,Havre_D,kasp_2
Havre_D_08,Havre_D_08,Havre_D,kasp_2
Havre_D_09,Havre_D_09,Havre_D,kasp_2
Havre_D_10,Havre_D_10,Havre_D,kasp_2
Havre_D_11,Havre_D_11,Havre_D,kasp_2
Havre_D_12,Havre_D_12,Havre_D,kasp_2
Havre_D_13,Havre_D_13,Havre_D,kasp_2
Havre_D_14,Havre_D_14,Havre_D,kasp_2
Havre_D_15,Havre_D_15,Havre_D,kasp_2
Havre_E_01,Havre_E_01,Havre_E,kasp_2
Havre_E_02,Havre_E_02,Havre_E,kasp_2
Havre_E_03,Havre_E_03,Havre_E,kasp_2
Havre_E_04,Havre_E_04,Havre_E,kasp_2
Havre_E_05,Havre_E_05,Havre_E,kasp_2
Havre_E_06,Havre_E_06,Havre_E,kasp_2
Havre_E_07,Havre_E_07,Havre_E,kasp_2
Havre_E_08,Havre_E_08,Havre_E,kasp_2
Havre_E_09,Havre_E_09,Havre_E,kasp_2
Havre_E_10,Havre_E_10,Havre_E,kasp_2
Havre_E_11,Havre_E_11,Havre_E,kasp_2
Havre_E_12,Havre_E_12,Havre_E,kasp_2
Havre_E_13,Havre_E_13,Havre_E,kasp_2
Havre_E_14,Havre_E_14,Havre_E,kasp_2
Havre_E_15,Havre_E_15,Havre_E,kasp_2
Havre_F_01,Havre_F_01,Havre_F,kasp_2
Havre_F_02,Havre_F_02,Havre_F,kasp_2
Havre_F_03,Havre_F_03,Havre_F,kasp_2
Havre_F_04,Havre_F_04,Havre_F,kasp_2
Havre_F_05,Havre_F_05,Havre_F,kasp_2
Havre_F_06,Havre_F_06,Havre_F,kasp_2
Havre_F_07,Havre_F_07,Havre_F,kasp_2
Havre_F_08,Havre_F_08,Havre_F,kasp_2
Havre_F_09,Havre_F_09,Havre_F,kasp_2
Havre_F_10,Havre_F_10,Havre_F,kasp_2
Havre_F_11,Havre_F_11,Havre_F,kasp_2
Havre_F_12,Havre_F_12,Havre_F,kasp_2
Havre_F_13,Havre_F_13,Havre_F,kasp_2
Havre_F_14,Havre_F_14,Havre_F,kasp_2
Havre_F_15,Havre_F_15,Havre_F,kasp_2
Havre_G_01,Havre_G_01,Havre_G,kasp_2
